ORIGIN,DESTINATION,Container Size,Price,Free Days,Per Diem
Taicang,Milano,40HC,$880,100,$10.00
Taicang,Lyon,40HC,$920,100,$10.00
Dalian,Vladivostok,20GP,$930,60,$5.00
Taicang,Liverpool,40HC,"$1,150",100,$10.00
Dalian,Vienna,20GP,$390,60,$5.00
Taicang,Leeds,40HC,"$1,150",100,$10.00
Dalian,"Toronto, ON",20GP,$260,100,$5.00
Taicang,Istanbul,40HC,"$1,260",100,$10.00
Dalian,"Tacoma, WA",20GP,$450,60,$5.00
Taicang,Houston,40HC,$800,100,$10.00
Dalian,St Petersburg,20GP,"$1,060",75,$5.00
Dalian,Southampton,20GP,$830,60,$5.00
Taicang,Gothenburg,40HC,"$1,300",100,$10.00
Dalian,"Seattle, WA",20GP,$450,60,$5.00
Dalian,"Savannah, GA",20GP,$530,75,$5.00
Taicang,Gdynia,40HC,"$2,120",100,$10.00
Dalian,"Saskatoon, SK",20GP,$340,100,$5.00
Taicang,Gdansk,40HC,"$2,120",100,$10.00
Dalian,"Salt Lake City, UT",20GP,$433,60,$5.00
Taicang,Dunkerque,40HC,"$1,380",100,$10.00
Taicang,Cork,40HC,"$1,280",100,$10.00
Dalian,Rotterdam,20GP,$250,60,$5.00
Taicang,Budapest,40HC,"$1,628",100,$10.00
Taicang,Bilbao,40HC,"$1,250",100,$10.00
Taicang,Antwerp,40HC,$730,100,$10.00
Taicang,Amsterdam,40HC,"$1,120",100,$10.00
Dalian,Novosibirsk,20GP,"$1,140",75,$5.00
Dalian,Novorossiysk,20GP,$750,60,$5.00
Dalian,"Norfolk, VA",20GP,$480,100,$5.00
Taicang,Algeciras,40HC,"$1,250",100,$10.00
Surabaya,Novorossiysk,40HC,"$1,120",100,$10.00
St Petersburg,Xiamen,40HC,"$1,400",100,$10.00
Dalian,"New York, NY",20GP,$290,75,$5.00
St Petersburg,Tianjin,40HC,$980,100,$10.00
St Petersburg,Shanghai,40HC,$910,100,$10.00
Dalian,Mundra,20GP,$50,60,$5.00
St Petersburg,Qingdao,40HC,"$1,003",100,$10.00
Dalian,Moscow,20GP,"$1,015",75,$5.00
Dalian,"Montreal, QC",20GP,$270,75,$5.00
St Petersburg,Port Kelang,40HC,$410,100,$10.00
Dalian,Minsk,20GP,$560,125,$5.00
Dalian,"Minneapolis, MN",20GP,$290,100,$5.00
St Petersburg,Ningbo,40HC,"$1,118",100,$10.00
St Petersburg,Laem Chabang,40HC,$330,100,$10.00
Dalian,"Memphis, TN",20GP,$600,100,$5.00
St Petersburg,Kolkata(Calcutta),40HC,$200,100,$10.00
St Petersburg,Guangzhou,40HC,$910,100,$10.00
St Petersburg,Chennai,40HC,$80,100,$10.00
St Petersburg,Chengdu,40HC,"$1,880",100,$10.00
St Petersburg,Bangkok,40HC,$330,100,$10.00
Singapore,"Los Angeles, CA",40HC,$200,100,$10.00
Singapore,Houston,40HC,$670,100,$10.00
Dalian,Krasnojarsk,20GP,$900,75,$5.00
Shenzhen,"Toronto, ON",40HC,"$1,070",100,$10.00
Shenzhen,"Tampa, FL",40HC,"$1,000",100,$10.00
Dalian,Irkutsk,20GP,"$1,030",75,$5.00
Shenzhen,"Savannah, GA",40HC,"$1,000",100,$10.00
Shenzhen,Praha,40HC,"$1,000",100,$10.00
Dalian,Houston,20GP,$480,100,$5.00
Shenzhen,Oslo,40HC,"$1,000",100,$10.00
Dalian,Hamburg,40GP,$870,60,$10.00
Shenzhen,"Oakland, CA",40HC,"$1,000",100,$10.00
Shenzhen,"Norfolk, VA",40HC,"$1,000",100,$10.00
Shenzhen,"New York, NY",40HC,"$1,000",100,$10.00
Shenzhen,"Minneapolis, MN",40HC,$270,100,$10.00
Shenzhen,Milano,40HC,"$1,390",100,$10.00
Dalian,"El Paso, TX",20GP,$450,60,$5.00
Dalian,"Edmonton, AB",20GP,$270,100,$5.00
Shenzhen,Milano,40HC,"$1,520",100,$10.00
Shenzhen,"Miami, FL",40HC,"$1,000",100,$10.00
Shenzhen,Mersin,40HC,"$1,220",100,$10.00
Dalian,"Denver, CO",20GP,$450,60,$5.00
Shenzhen,"Memphis, TN",40HC,"$1,000",100,$10.00
Dalian,"Dallas, TX",20GP,$340,125,$5.00
Shenzhen,Marseille,40HC,"$1,000",100,$10.00
Dalian,"Cleveland, OH",20GP,$290,100,$5.00
Shenzhen,Manchester,40HC,$990,100,$10.00
Dalian,"Chicago, IL",20GP,$280,100,$5.00
Shenzhen,Madrid,40HC,"$1,000",100,$10.00
Shenzhen,Lyon,40HC,$940,100,$10.00
Dalian,"Charleston, SC",20GP,$380,75,$5.00
Shenzhen,"Los Angeles, CA",40HC,$650,100,$10.00
Shenzhen,"Los Angeles, CA",40HC,$905,100,$10.00
Dalian,Belfast (United Kingdom),20GP,$450,60,$5.00
Dalian,"Baltimore, MD",20GP,$290,75,$5.00
Shenzhen,"Long Beach, CA",40HC,$600,100,$10.00
Dalian,"Atlanta, GA",20GP,$290,75,$5.00
Dalian,Antwerp,40GP,$870,60,$10.00
Shenzhen,"Long Beach, CA",40HC,$800,100,$10.00
Dalian,Antwerp,20GP,$250,60,$5.00
Shenzhen,Liverpool,40HC,"$1,000",100,$10.00
Chongqing,"Yekaterinburg, Sve",40GP,"$1,310",60,$10.00
Shenzhen,Leeds,40HC,"$1,000",100,$10.00
Chongqing,"Yekaterinburg, Sve",20GP,$930,60,$5.00
Shenzhen,Le Havre,40HC,"$1,000",100,$10.00
Chongqing,Vladivostok,40GP,"$1,070",60,$10.00
Chongqing,Vladivostok,20GP,$880,60,$5.00
Chongqing,St Petersburg,40GP,$900,60,$10.00
Shenzhen,Karachi,40HC,"$1,000",100,$10.00
Chongqing,St Petersburg,20GP,$690,60,$5.00
Shenzhen,"Kansas City, KS",40HC,"$1,000",100,$10.00
Chongqing,Southampton,20GP,$400,60,$5.00
Shenzhen,Izmit,40HC,"$1,220",100,$10.00
Shenzhen,Izmir,40HC,"$1,220",100,$10.00
Shenzhen,Istanbul,40HC,"$1,200",100,$10.00
Shenzhen,Houston,40HC,"$1,000",100,$10.00
Chongqing,"Salt Lake City, UT",20GP,$100,100,$5.00
Shenzhen,Helsinki,40HC,"$1,000",100,$10.00
Shenzhen,Hamburg,40HC,"$1,860",100,$10.00
Chongqing,Rotterdam,20GP,$250,60,$5.00
Shenzhen,Gothenburg,40HC,"$1,000",100,$10.00
Shenzhen,Gebze,40HC,"$1,220",100,$10.00
Shenzhen,Gdynia,40HC,"$1,000",100,$10.00
Chongqing,Novosibirsk,20GP,$880,60,$5.00
Shenzhen,Gdansk,40HC,"$2,200",100,$10.00
Chongqing,Novorossiysk,20GP,$880,60,$5.00
Shenzhen,Fos Sur Mer,40HC,"$1,000",100,$10.00
Chongqing,Nhava Sheva,20GP,$50,60,$5.00
Shenzhen,Duisburg,40HC,"$1,350",100,$10.00
Chongqing,Moscow,40GP,"$1,150",60,$10.00
Shenzhen,Duisburg,40HC,"$1,330",100,$10.00
Chongqing,Moscow,20GP,$850,75,$5.00
Chongqing,"Montreal, QC",20GP,$230,100,$5.00
Chongqing,Minsk,40GP,"$1,540",60,$10.00
Shenzhen,"Dallas, TX",40HC,$620,100,$10.00
Chongqing,Minsk,20GP,$780,60,$5.00
Shenzhen,"Dallas, TX",40HC,$715,100,$10.00
Shenzhen,Cork,40HC,"$1,000",100,$10.00
Shenzhen,Copenhagen,40HC,"$1,000",100,$10.00
Shenzhen,"Columbus, OH",40HC,"$1,000",100,$10.00
Chongqing,Manchester,20GP,$450,60,$5.00
Shenzhen,"Cleveland, OH",40HC,"$1,000",100,$10.00
Shenzhen,"Chicago, IL",40HC,"$1,050",100,$10.00
Shenzhen,"Chicago, IL",40HC,"$1,050",100,$10.00
Shenzhen,"Charleston, SC",40HC,"$1,020",100,$10.00
Chongqing,Liverpool,20GP,$400,60,$5.00
Shenzhen,Budapest,40HC,"$1,870",100,$10.00
Chongqing,Le Havre,20GP,$540,60,$5.00
Chongqing,Krasnojarsk,40GP,"$1,230",60,$10.00
Chongqing,Krasnojarsk,20GP,$850,60,$5.00
Shenzhen,Budapest,40HC,"$1,850",100,$10.00
Chongqing,Irkutsk,20GP,$850,60,$5.00
Shenzhen,Bremen,40HC,"$1,000",100,$10.00
Shenzhen,Bilbao,40HC,"$1,000",100,$10.00
Shenzhen,Barcelona (Spain),40HC,"$1,890",100,$10.00
Shenzhen,"Baltimore, MD",40HC,"$1,000",100,$10.00
Shenzhen,"Atlanta, GA",40HC,"$1,000",100,$10.00
Shekou,"Saint Louis, MO",40HC,"$1,200",100,$10.00
Shekou,Ostrava,40HC,"$1,130",100,$10.00
Shekou,Oslo,40HC,"$1,250",100,$10.00
Shekou,Liverpool,40HC,"$1,150",100,$10.00
Shekou,Izmit,40HC,$270,100,$10.00
Shekou,"El Paso, TX",40HC,"$1,200",100,$10.00
Shekou,Dublin,40HC,"$1,940",100,$10.00
Shekou,"Detroit, MI",40HC,"$1,200",100,$10.00
Chongqing,"Calgary, AB",20GP,$180,75,$5.00
Shekou,Cork,40HC,"$1,280",100,$10.00
Chongqing,Budapest,20GP,$480,75,$5.00
Shekou,"Chicago, IL",40HC,$968,100,$10.00
Shekou,Bilbao,40HC,"$1,250",100,$10.00
Shekou,"Atlanta, GA",40HC,"$1,200",100,$10.00
Chongqing,Antwerp,20GP,$250,60,$5.00
Shekou,Antwerp,40HC,"$1,140",100,$10.00
Shekou,Amsterdam,40HC,"$1,150",100,$10.00
Shekou,Algeciras,40HC,"$1,250",100,$10.00
Shanghai,Warsaw,40HC,"$1,595",100,$10.00
Chittagong,Nhava Sheva,20GP,$50,45,$5.00
Shanghai,"Tampa, FL",40HC,$735,100,$10.00
Chittagong,Mundra,20GP,$40,45,$5.00
Shanghai,"Savannah, GA",40HC,$930,100,$10.00
Shanghai,"Saskatoon, SK",40HC,$580,100,$10.00
Shanghai,"Saint Louis, MO",40HC,$750,100,$10.00
Chittagong,Karachi,20GP,$50,45,$5.00
Shanghai,Praha,40HC,"$1,450",100,$10.00
Chittagong,Cochin,20GP,$50,45,$5.00
Shanghai,"Norfolk, VA",40HC,$830,100,$10.00
Shanghai,"New York, NY",40HC,$810,100,$10.00
Shanghai,Minsk,40HC,"$2,240",100,$10.00
Shanghai,Milano,40HC,"$1,395",100,$10.00
Shanghai,Lyon,40HC,$960,100,$10.00
Shanghai,Houston,40HC,$890,100,$10.00
Shanghai,Hamburg,40HC,"$1,275",100,$10.00
Shanghai,Gdansk,40HC,"$1,135",100,$10.00
Shanghai,Duisburg,40HC,"$1,275",100,$10.00
Shanghai,"Detroit, MI",40HC,$750,100,$10.00
Shanghai,"Dallas, TX",40HC,$730,100,$10.00
Shanghai,"Cleveland, OH",40HC,$540,100,$10.00
Shanghai,Budapest,40HC,"$1,540",100,$10.00
Shanghai,"Atlanta, GA",40HC,$740,100,$10.00
Rotterdam,Yiwu,40HC,$530,100,$10.00
Chennai,Jebel Ali,20GP,$60,45,$5.00
Rotterdam,Xingang,40HC,$410,100,$10.00
Rotterdam,Xian,40HC,$340,100,$10.00
Rotterdam,Xiamen,40HC,$500,100,$10.00
Rotterdam,Tianjin,40HC,$350,100,$10.00
Rotterdam,Taicang,40HC,$500,100,$10.00
Rotterdam,Shanghai,40HC,$640,100,$10.00
Chengdu,"Yekaterinburg, Sve",20GP,$850,60,$5.00
Rotterdam,Ningbo,40HC,$580,100,$10.00
Chengdu,Vladivostok,40GP,$900,60,$10.00
Chengdu,Vladivostok,20GP,$900,60,$5.00
Rotterdam,Huangpu,40HC,$560,100,$10.00
Chengdu,St Petersburg,20GP,$790,75,$5.00
Rotterdam,Guangzhou,40HC,$400,100,$10.00
Chengdu,Southampton,20GP,$810,75,$5.00
Rotterdam,Dalian,40HC,$530,100,$10.00
Rotterdam,Chongqing,40HC,$540,100,$10.00
Rotterdam,Chengdu,40HC,$610,100,$10.00
Qingdao,Warsaw,40HC,"$1,800",100,$10.00
Chengdu,Novosibirsk,20GP,$770,100,$5.00
Chengdu,Novorossiysk,20GP,$860,60,$5.00
Chengdu,Nhava Sheva,20GP,$100,60,$5.00
Chengdu,Moscow,40GP,"$1,150",60,$10.00
Qingdao,"Toronto, ON",40HC,$950,100,$10.00
Chengdu,Moscow,20GP,$920,75,$5.00
Chengdu,Minsk,40GP,"$1,770",60,$10.00
Qingdao,"Tampa, FL",40HC,$800,100,$10.00
Chengdu,Minsk,20GP,$820,100,$5.00
Qingdao,"Savannah, GA",40HC,"$1,070",100,$10.00
Qingdao,Rotterdam,40HC,"$1,305",100,$10.00
Chengdu,Malaszewicze,40GP,$910,60,$10.00
Qingdao,"Norfolk, VA",40HC,$900,100,$10.00
Qingdao,"New Orleans, LA",40HC,$600,100,$10.00
Qingdao,Moscow,40HC,"$2,220",100,$10.00
Qingdao,Milano,40HC,"$1,540",100,$10.00
Qingdao,Malaszewicze,40HC,"$2,060",100,$10.00
Chengdu,Krasnojarsk,40GP,"$1,150",60,$10.00
Qingdao,Lyon,40HC,$955,100,$10.00
Chengdu,Karachi,20GP,$50,60,$5.00
Chengdu,Jebel Ali,20GP,$90,60,$5.00
Qingdao,"Los Angeles, CA",40HC,$990,100,$10.00
Qingdao,Hamburg,40HC,"$1,415",100,$10.00
Chengdu,Irkutsk,20GP,$840,60,$5.00
Qingdao,Gdansk,40HC,"$1,060",100,$10.00
Qingdao,Duisburg,40HC,"$1,355",100,$10.00
Qingdao,Budapest,40HC,"$1,505",100,$10.00
Qingdao,Barcelona (Spain),40HC,"$1,890",100,$10.00
Qingdao,Antwerp,40HC,"$1,280",100,$10.00
Qingdao,Ambarli,40HC,"$1,670",100,$10.00
Port Kelang,"Jacksonville, FL",40HC,$960,100,$10.00
Chengdu,Budapest,20GP,$200,45,$5.00
Chengdu,Birmingham,20GP,$450,60,$5.00
Port Kelang,"Dallas, TX",40HC,$960,100,$10.00
Chengdu,Bangkok,20GP,$30,45,$5.00
Novosibirsk,Taicang,40HC,"$1,640",100,$10.00
Chengdu,Antwerp,20GP,$200,60,$5.00
Novosibirsk,Shanghai,40HC,"$1,155",100,$10.00
Changsha,"Yekaterinburg, Sve",20GP,$800,60,$5.00
Novosibirsk,Port Kelang,40HC,$215,100,$10.00
Novosibirsk,Nhava Sheva,40HC,$100,100,$10.00
Novosibirsk,Keelung,40HC,$330,100,$10.00
Novosibirsk,Keelung,40HC,$330,100,$10.00
Novosibirsk,Chennai,40HC,$550,100,$10.00
Novosibirsk,Chennai,40HC,$550,100,$10.00
Changsha,Minsk,20GP,"$1,030",75,$5.00
Novosibirsk,Chengdu,40HC,"$1,900",100,$10.00
Novosibirsk,Chengdu,40HC,"$1,900",100,$10.00
Changsha,Le Havre,20GP,$540,60,$5.00
Novorossiysk,Xi An,40HC,"$1,040",100,$10.00
Novorossiysk,Xi An,40HC,"$1,040",100,$10.00
Novorossiysk,Ho Chi Minh City,40HC,$330,100,$10.00
Changsha,Grangemouth,20GP,$400,60,$5.00
Changsha,Genoa,20GP,$390,60,$5.00
Ningbo,Warsaw,40HC,"$1,530",100,$10.00
Changsha,Dublin,20GP,$390,60,$5.00
Ningbo,"Toronto, ON",40HC,"$1,000",100,$10.00
Ningbo,"Savannah, GA",40HC,$920,100,$10.00
Changsha,Budapest,20GP,$390,60,$5.00
Ningbo,Praha,40HC,"$1,510",100,$10.00
Ningbo,"Norfolk, VA",40HC,$800,100,$10.00
"Busan, Korea","Yekaterinburg, Sve",20GP,"$1,300",75,$5.00
Ningbo,Minsk,40HC,"$2,450",100,$10.00
Ningbo,"Minneapolis, MN",40HC,$600,100,$10.00
"Busan, Korea",Vladivostok,20GP,"$1,690",60,$5.00
Ningbo,Milano,40HC,"$1,350",100,$10.00
Ningbo,Mersin,40HC,"$1,510",100,$10.00
Ningbo,Lyon,40HC,$960,100,$10.00
"Busan, Korea",St Petersburg,20GP,"$1,220",75,$5.00
Ningbo,Houston,40HC,$915,100,$10.00
Ningbo,Hamburg,40HC,"$1,620",100,$10.00
Ningbo,Duisburg,40HC,"$1,410",100,$10.00
Ningbo,"Chicago, IL",40HC,$810,100,$10.00
"Busan, Korea",Novorossiysk,20GP,"$1,460",60,$5.00
Ningbo,"Calgary, AB",40HC,$800,100,$10.00
Ningbo,Budapest,40HC,"$1,485",100,$10.00
"Busan, Korea",Moscow,20GP,"$1,130",75,$5.00
Nansha,Houston,40HC,$980,100,$10.00
Mundra,Warsaw,40HC,$770,100,$10.00
Mundra,Vienna,40HC,$770,100,$10.00
"Busan, Korea",Hamburg,20GP,$100,100,$5.00
Mundra,Southampton,40HC,$770,100,$10.00
Mundra,Praha,40HC,$770,100,$10.00
Mundra,Oslo,40HC,$770,100,$10.00
Mundra,Helsinki,40HC,$770,100,$10.00
Belawan,St Petersburg,20GP,$930,75,$5.00
Belawan,Rotterdam,20GP,$100,75,$5.00
Mundra,Gothenburg,40HC,$770,100,$10.00
Bangkok,"Yekaterinburg, Sve",20GP,$200,60,$5.00
Mundra,Copenhagen,40HC,$770,100,$10.00
Bangkok,Vladivostok,20GP,$950,60,$5.00
Mundra,Budapest,40HC,$770,100,$10.00
Moscow,Zhengzhou,40HC,"$1,690",100,$10.00
Bangkok,Tianjin,20GP,$30,45,$5.00
Moscow,Yantian,40HC,"$1,630",100,$10.00
Bangkok,St Petersburg,20GP,$900,60,$5.00
Moscow,Xian,40HC,"$1,550",100,$10.00
Bangkok,Novosibirsk,20GP,$950,60,$5.00
Moscow,Xiamen,40HC,"$1,510",100,$10.00
Moscow,Tianjinxingang,40HC,"$1,750",100,$10.00
Moscow,Tianjin,40HC,"$1,640",100,$10.00
Bangkok,Moscow,20GP,$950,60,$5.00
Moscow,Shenzhen,40HC,"$1,325",100,$10.00
Moscow,Shanghai,40HC,"$1,480",100,$10.00
Moscow,Qingdao,40HC,"$1,335",100,$10.00
Moscow,Ningbo,40HC,"$1,690",100,$10.00
Moscow,Dalian,40HC,"$1,720",100,$10.00
Moscow,Chengdu,40HC,"$1,305",100,$10.00
Minsk,Tianjin,40HC,$785,100,$10.00
Minsk,Shanghai,40HC,$850,100,$10.00
Minsk,Qingdao,40HC,$830,100,$10.00
Minsk,Chengdu,40HC,$810,100,$10.00
Milano,Xingang,40HC,$220,100,$10.00
Milano,Bremen,40HC,$150,100,$10.00
Malaszewicze,Xian,40HC,"$1,430",100,$10.00
Malaszewicze,Xiamen,40HC,"$1,330",100,$10.00
Malaszewicze,Wuhan,40HC,"$1,040",100,$10.00
Malaszewicze,Shenzhen,40HC,"$1,000",100,$10.00
Malaszewicze,Shanghai,40HC,"$1,220",100,$10.00
Malaszewicze,Qingdao,40HC,"$1,147",100,$10.00
Malaszewicze,Ningbo,40HC,"$1,207",100,$10.00
Malaszewicze,Guangzhou,40HC,$900,100,$10.00
Krasnojarsk,Huangpu,40HC,"$1,200",100,$10.00
Jebel Ali,Novorossiysk,40HC,"$1,550",100,$10.00
Jakarta,Moscow,40HC,"$1,630",100,$10.00
Istanbul,Vienna,40HC,$530,100,$10.00
Istanbul,Tianjin,40HC,$240,100,$10.00
Istanbul,Shekou,40HC,$240,100,$10.00
Istanbul,Oslo,40HC,$530,100,$10.00
Istanbul,Munich,40HC,$530,100,$10.00
Istanbul,Lyon,40HC,$530,100,$10.00
Ho Chi Minh City,"Tampa, FL",40HC,$705,100,$10.00
Ho Chi Minh City,"New York, NY",40HC,"$1,090",100,$10.00
Ho Chi Minh City,"Kansas City, KS",40HC,$750,100,$10.00
Ho Chi Minh City,"Dallas, TX",40HC,$400,100,$10.00
Ho Chi Minh City,"Columbus, OH",40HC,$590,100,$10.00
Ho Chi Minh City,"Atlanta, GA",40HC,$650,100,$10.00
Hamburg,Yantian,40HC,$500,100,$10.00
Hamburg,Xingang,40HC,$440,100,$10.00
Hamburg,Tianjin,40HC,$747,100,$10.00
Hamburg,Taicang,40HC,$435,100,$10.00
Hamburg,Shenzhen,40HC,$540,100,$10.00
Hamburg,Shekou,40HC,$820,100,$10.00
Yantian,"Winnipeg, MB",20GP,$150,75,$5.00
Hamburg,Shanghai,40HC,$443,100,$10.00
Yantian,"Tacoma, WA",20GP,$380,75,$5.00
Yantian,"Seattle, WA",20GP,$330,75,$5.00
Yantian,"Salt Lake City, UT",20GP,$380,75,$5.00
Yantian,"Saint Louis, MO",20GP,$430,75,$5.00
Hamburg,Qingdao,40HC,$478,100,$10.00
Yantian,"Oakland, CA",20GP,$330,75,$5.00
Hamburg,Ningbo,40HC,$455,100,$10.00
Yantian,"New York, NY",20GP,$330,75,$5.00
Yantian,"Montreal, QC",20GP,$340,75,$5.00
Yantian,"Miami, FL",20GP,$330,75,$5.00
Hamburg,Nansha,40HC,$590,100,$10.00
Yantian,"Memphis, TN",20GP,$430,75,$5.00
Hamburg,Huangpu,40HC,$360,100,$10.00
Yantian,"Los Angeles, CA",20GP,$390,75,$5.00
Hamburg,Ho Chi Minh City,40HC,$890,100,$10.00
Hamburg,Guangzhou,40HC,$620,100,$10.00
Hamburg,Chongqing,40HC,$600,100,$10.00
Haiphong,"Winnipeg, MB",40HC,$580,100,$10.00
Yantian,Houston,20GP,$650,75,$5.00
Haiphong,"Tampa, FL",40HC,$540,100,$10.00
Haiphong,"Seattle, WA",40HC,$950,100,$10.00
Yantian,"El Paso, TX",20GP,$380,60,$5.00
Yantian,"Edmonton, AB",20GP,$210,75,$5.00
Haiphong,"Salt Lake City, UT",40HC,$320,100,$10.00
Haiphong,"Memphis, TN",40HC,$590,100,$10.00
Yantian,"Dallas, TX",20GP,$200,75,$5.00
Haiphong,"Kansas City, KS",40HC,$620,100,$10.00
Haiphong,"El Paso, TX",40HC,$430,100,$10.00
Haiphong,"Charleston, SC",40HC,$840,100,$10.00
Haiphong,"Baltimore, MD",40HC,$540,100,$10.00
Yantian,"Charleston, SC",20GP,$380,75,$5.00
Yantian,"Calgary, AB",20GP,$280,75,$5.00
Haiphong,"Atlanta, GA",40HC,$510,100,$10.00
Guangzhou,"Vancouver, BC",40HC,$980,100,$10.00
Guangzhou,Duisburg,40HC,"$1,238",100,$10.00
Yantian,"Atlanta, GA",20GP,$330,75,$5.00
Guangzhou,"Chicago, IL",40HC,$650,100,$10.00
Gebze,Praha,40HC,$530,100,$10.00
Gebze,Praha,40HC,$530,100,$10.00
Gebze,Nhava Sheva,40HC,$240,100,$10.00
Xiamen,"Winnipeg, MB",20GP,$210,75,$5.00
Xiamen,"Winnipeg, MB",20GP,$210,75,$5.00
Gebze,Munich,40HC,$530,100,$10.00
Xiamen,"Saint Louis, MO",20GP,$430,75,$5.00
Xiamen,"Saint Louis, MO",20GP,$430,75,$5.00
Gebze,Lyon,40HC,$530,100,$10.00
Gebze,Jebel Ali,40HC,$240,100,$10.00
Xiamen,"Oakland, CA",20GP,$330,75,$5.00
Xiamen,"Oakland, CA",20GP,$330,75,$5.00
Xiamen,"New York, NY",20GP,$420,75,$5.00
Xiamen,"New York, NY",20GP,$420,75,$5.00
Xiamen,"New Orleans, LA",20GP,$470,75,$5.00
Xiamen,"New Orleans, LA",20GP,$470,75,$5.00
Duisburg,Yantian,40HC,$680,100,$10.00
Duisburg,Xingang,40HC,$410,100,$10.00
Xiamen,"Miami, FL",20GP,$380,75,$5.00
Xiamen,"Miami, FL",20GP,$380,75,$5.00
Xiamen,"Memphis, TN",20GP,$430,75,$5.00
Xiamen,"Memphis, TN",20GP,$430,75,$5.00
Duisburg,Tianjinxingang,40HC,$580,100,$10.00
Xiamen,"Los Angeles, CA",20GP,$470,75,$5.00
Xiamen,"Los Angeles, CA",20GP,$470,75,$5.00
Duisburg,Taicang,40HC,$570,100,$10.00
Xiamen,Houston,20GP,$520,75,$5.00
Xiamen,Houston,20GP,$520,75,$5.00
Duisburg,Shenzhen,40HC,$350,100,$10.00
Xiamen,"Edmonton, AB",20GP,$290,75,$5.00
Xiamen,"Dallas, TX",20GP,$290,75,$5.00
Xiamen,"Charleston, SC",20GP,$600,75,$5.00
Xiamen,"Calgary, AB",20GP,$320,75,$5.00
Duisburg,Ningbo,40HC,$590,100,$10.00
Xiamen,"Atlanta, GA",20GP,$290,75,$5.00
Duisburg,Huangpu,40HC,$630,100,$10.00
Duisburg,Ho Chi Minh City,40HC,$660,100,$10.00
Duisburg,Guangzhou,40HC,$400,100,$10.00
Dalian,"Toronto, ON",40HC,$530,100,$10.00
Dalian,"Saint Louis, MO",40HC,"$1,200",100,$10.00
Dalian,"New York, NY",40HC,"$1,200",100,$10.00
Tianjin,"Winnipeg, MB",20GP,$210,75,$5.00
Dalian,Moscow,40HC,"$1,840",100,$10.00
Dalian,"Miami, FL",40HC,"$1,200",100,$10.00
Tianjin,"Vancouver, BC",20GP,$500,100,$5.00
Dalian,"Los Angeles, CA",40HC,"$1,200",100,$10.00
Tianjin,"Toronto, ON",20GP,$325,100,$5.00
Dalian,"Long Beach, CA",40HC,"$1,200",100,$10.00
Tianjin,"Saint Louis, MO",20GP,$300,75,$5.00
Dalian,Lodz,40HC,"$1,220",100,$10.00
Tianjin,"Oakland, CA",20GP,$240,75,$5.00
Dalian,"Detroit, MI",40HC,"$1,200",100,$10.00
Tianjin,"New York, NY",20GP,$300,75,$5.00
Tianjin,"New Orleans, LA",20GP,$430,75,$5.00
Dalian,"Dallas, TX",40HC,"$1,200",100,$10.00
Dalian,"Chicago, IL",40HC,$995,100,$10.00
Tianjin,"Montreal, QC",20GP,$250,100,$5.00
Tianjin,Minsk,40GP,"$1,825",60,$10.00
Tianjin,"Miami, FL",20GP,$380,75,$5.00
Tianjin,"Memphis, TN",20GP,$230,75,$5.00
Dalian,"Charleston, SC",40HC,"$1,200",100,$10.00
Dalian,"Atlanta, GA",40HC,"$1,200",100,$10.00
Chengdu,Minsk,40HC,"$2,225",100,$10.00
Chengdu,Hamburg,40HC,"$1,833",100,$10.00
Tianjin,"Dallas, TX",20GP,$300,75,$5.00
Tianjin,"Dallas, TX",20GP,$300,75,$5.00
Changsha,Malaszewicze,40HC,"$2,063",100,$10.00
Tianjin,"Cleveland, OH",20GP,$480,100,$5.00
Tianjin,"Cleveland, OH",20GP,$480,100,$5.00
"Busan, Korea",Tianjinxingang,40HC,$200,100,$10.00
Tianjin,"Charleston, SC",20GP,$360,75,$5.00
Tianjin,"Charleston, SC",20GP,$360,75,$5.00
Tianjin,"Calgary, AB",20GP,$220,75,$5.00
Tianjin,"Calgary, AB",20GP,$220,75,$5.00
"Busan, Korea",Aarhus,40HC,$290,100,$10.00
Bangkok,St Petersburg,40HC,"$1,780",100,$10.00
Antwerp,Yantian,40HC,$420,100,$10.00
Tianjin,"Atlanta, GA",20GP,$280,75,$5.00
Tianjin,"Atlanta, GA",20GP,$280,75,$5.00
Antwerp,Xingang,40HC,$420,100,$10.00
Antwerp,Xian,40HC,$400,100,$10.00
Surabaya,"Yekaterinburg, Sve",20GP,"$1,100",60,$5.00
Surabaya,"Yekaterinburg, Sve",20GP,"$1,100",60,$5.00
Surabaya,Vladivostok,20GP,$990,60,$5.00
Surabaya,Vladivostok,20GP,$990,60,$5.00
Surabaya,St Petersburg,20GP,"$1,100",60,$5.00
Surabaya,St Petersburg,20GP,"$1,100",60,$5.00
Surabaya,Moscow,20GP,"$1,200",60,$5.00
Surabaya,Moscow,20GP,"$1,200",60,$5.00
Antwerp,Tianjin,40HC,$410,100,$10.00
Antwerp,Shanghai,40HC,$520,100,$10.00
Antwerp,Qingdao,40HC,$447,100,$10.00
Shenzhen,"Vancouver, BC",20GP,$300,100,$5.00
Antwerp,Ningbo,40HC,$515,100,$10.00
Shenzhen,"Toronto, ON",20GP,$400,100,$5.00
Antwerp,Huangpu,40HC,$560,100,$10.00
Shenzhen,"Salt Lake City, UT",20GP,$445,60,$5.00
Antwerp,Chengdu,40HC,$550,100,$10.00
Xiamen,Warsaw,40HC,"$1,700",100,$10.00
